analysis_label,cell_type,program,mean_usage_in,mean_usage_out,log2_fc_in_vs_out,p_value,fdr,fraction_gt0p01_in,fraction_gt0p01_out,pct_gt0p01_in,pct_gt0p01_out,n_cells_in,n_cells_out
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_53,0.0006935184266856,0.0058568456354705,-3.078115916607831,1.0,1.0,0.0134894867037724,0.0592479836687493,1.3489486703772418,5.9247983668749375,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_56,0.0013198353587956,0.0057897417575357,-2.1331401829396204,1.0,1.0,0.0371444032158317,0.102914019033459,3.714440321583179,10.291401903345902,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_57,0.0004085536323203,0.0055237221249091,-3.757040091760529,1.0,1.0,0.0042130488559059,0.0746293313509271,0.4213048855905998,7.462933135092718,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_6,0.015720808314427,0.0308189731015482,-0.9711433482796072,1.0,1.0,0.4949366110080396,0.5724964747390717,49.49366110080396,57.249647473907174,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_61,0.0020697797851889,0.005384158076274,-1.379243058382596,1.0,1.0,0.0613790970933828,0.1658200140420435,6.137909709338281,16.58200140420435,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_62,0.0009874622576543,0.0040916229503686,-2.050874583834944,1.0,1.0,0.0051020408163265,0.0467989450767297,0.5102040816326531,4.679894507672974,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_63,0.0011867367020052,0.0052605200270677,-2.148204598584969,1.0,1.0,0.0290275200989486,0.0893793770760689,2.902752009894867,8.937937707606894,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_64,0.0009981834170164,0.0049102557078373,-2.2984201637522523,1.0,1.0,0.0222634508348794,0.0681865113781852,2.2263450834879404,6.818651137818526,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_65,0.0003014029589117,0.0046419151202352,-3.944950181480707,1.0,1.0,0.0036332714904143,0.0662277053058864,0.3633271490414347,6.622770530588645,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_66,0.0010226312674992,0.0040293564822012,-1.978262352458278,1.0,1.0,0.0094696969696969,0.0507696573859378,0.946969696969697,5.076965738593789,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_67,0.000543013359226,0.0035723831684842,-2.7178249802990617,1.0,1.0,0.0008889919604205,0.0303437940657616,0.0888991960420531,3.0343794065761607,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_68,0.0005867211371063,0.0046055399333218,-2.972621283499217,1.0,1.0,0.0108611626468769,0.0797918473547268,1.0861162646876932,7.97918473547268,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_69,0.0010726155335903,0.0037595662373924,-1.8094322065634336,1.0,1.0,0.0039424860853432,0.0405980258538801,0.3942486085343228,4.059802585388015,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_70,0.0003431346515306,0.0036565621530359,-3.4136373455351716,1.0,1.0,0.0016620284477427,0.035075608734387,0.1662028447742733,3.5075608734387074,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_73,0.0006107219383608,0.0027218319364729,-2.1559885802949723,1.0,1.0,0.0077690166975881,0.044226537102265,0.7769016697588126,4.422653710226502,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_74,0.0016452340686597,0.0031202852655834,-0.9233846641278152,1.0,1.0,0.0176252319109461,0.0858157660288747,1.7625231910946195,8.58157660288747,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_75,0.0005754002221492,0.0024178793358654,-2.0711026549749647,0.6574602482568472,1.0,0.006338899196042,0.0250219775681304,0.6338899196042054,2.502197756813046,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_78,0.000432689697788,0.0020522734060855,-2.2458156337281565,1.0,1.0,0.0041743970315398,0.0494893534169955,0.4174397031539889,4.948935341699559,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_80,0.0006045364562441,0.0016142262313018,-1.416940043393483,1.0,1.0,0.0069573283858998,0.0288687894932474,0.6957328385899815,2.886878949324742,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_81,0.0005540406912657,0.0015704488532456,-1.5031114290621452,0.998584193545572,1.0,0.0073438466295609,0.0275117852865343,0.7343846629560915,2.7511785286534387,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_82,0.0010193796158138,0.0013166036641579,-0.3691293888881537,1.0,1.0,0.0212585034013605,0.0280427869326394,2.1258503401360542,2.804278693263949,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_83,0.0004636914108838,0.0014860089615342,-1.6802037672231516,0.9999999999999696,1.0,0.0005411255411255,0.0199007616923612,0.0541125541125541,1.9900761692361248,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_84,0.0008835353789808,0.0015084651377432,-0.7717208679773262,0.9999995328719982,1.0,0.0166202844774273,0.0350520086612268,1.6620284477427334,3.505200866122685,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_85,0.0003912166670235,0.0014016050590246,-1.8410374890828511,1.0,1.0,0.0006570810142238,0.0231634718067626,0.0657081014223871,2.31634718067626,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_86,0.0004043345324464,0.0013194964438159,-1.7063636594846243,1.0,1.0,0.0055272108843537,0.0228389708008094,0.5527210884353742,2.283897080080948,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_88,0.0003455825175709,0.0013824129394437,-2.000083354317081,0.9999999999999968,1.0,0.0020098948670377,0.024768276781658,0.2009894867037724,2.4768276781658023,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_89,0.0003537170799819,0.0008088193681114,-1.19321936536825,1.0,1.0,0.0023964131106988,0.0096170298127924,0.2396413110698825,0.961702981279242,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_90,0.0004867555568321,0.000623588452241,-0.3573961128145437,0.9853091145100118,1.0,0.002473716759431,0.005622717430424,0.2473716759431045,0.5622717430424035,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_91,0.0004992625329564,0.0007172353672907,-0.5226471078951014,1.0,1.0,0.0053339517625231,0.0110035341109557,0.5333951762523191,1.1003534110955744,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_93,0.0003872770954678,0.000488159371357,-0.3339852779948037,1.0,1.0,0.0045995670995671,0.0060593187838882,0.45995670995671,0.605931878388823,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_94,0.0005831459492143,0.0005630073771282,0.0507030902978293,0.9999999842578836,1.0,0.0078076685219542,0.0068027210884353,0.7807668521954236,0.6802721088435374,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_95,0.0004738999279175,0.0005465337501509,-0.2057277434191805,0.999999866726741,1.0,0.0090831787260358,0.0097468302151736,0.908317872603587,0.9746830215173666,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_96,0.0002262474384562,0.0004480311157348,-0.985694316027634,0.9999999993149848,1.0,0.000734384662956,0.0060062186192777,0.0734384662956091,0.600621861927772,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Angiogenic tip,Program_98,0.0001266679373974,0.0002665461431704,-1.073327938947934,1.0,1.0,0.0013141620284477,0.0039825123457882,0.1314162028447742,0.3982512345788271,25872,169491
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_11,0.0295835765876974,0.0231524013668108,0.3536346304524397,0.0,0.0,0.5944783796817232,0.4001255286574886,59.44783796817232,40.012552865748866,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_17,0.0676856634257022,0.0134678235393437,2.3293334778877397,0.0,0.0,0.8616380003214917,0.3744801412490688,86.16380003214917,37.44801412490688,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_21,0.0749964930445212,0.0093156096150533,3.009100911261976,0.0,0.0,0.8454026683812892,0.2621965168730459,84.54026683812891,26.21965168730459,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_24,0.0252664396132515,0.0145628772850572,0.7949269145770372,0.0,0.0,0.6208407008519531,0.431689533608245,62.08407008519531,43.1689533608245,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_26,0.0242062085826655,0.0133437953888535,0.8592080071954721,0.0,0.0,0.587526121202379,0.3439015949178491,58.7526121202379,34.390159491784914,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_27,0.0630009541329298,0.0069315733936286,3.184118721664393,0.0,0.0,0.7362160424369073,0.1769543462831199,73.62160424369073,17.695434628311993,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_28,0.0177860577306689,0.0143056447101804,0.3141622369586314,0.0,0.0,0.5128596688635267,0.3797476522034972,51.285966886352675,37.97476522034973,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_29,0.0303316319673319,0.0110759732207731,1.4533895696163237,0.0,0.0,0.5126989230027327,0.3171534323875667,51.26989230027327,31.715343238756677,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_40,0.021944731094509,0.007768195471452,1.4982230629629378,0.0,0.0,0.496302845201736,0.2362871673343931,49.6302845201736,23.62871673343931,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_47,0.0154872252947628,0.0054006779931249,1.5198660811983022,0.0,0.0,0.3873573380485453,0.1516257134309797,38.735733804854526,15.162571343097978,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_48,0.0436670622325375,0.0018232118395559,4.5819906132256145,0.0,0.0,0.6003456036007073,0.0578018406959214,60.034560360070735,5.780184069592149,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_50,0.013119630303917,0.0057858913985116,1.1811157784885684,0.0,0.0,0.4032711782671596,0.1404513165844473,40.32711782671596,14.045131658444737,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_54,0.032000314885241,0.0023464517995813,3.7695328014570464,0.0,0.0,0.5362080051438676,0.0611922876131371,53.62080051438676,6.11922876131371,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_55,0.0345302286528932,0.002164728151461,3.995601496333841,0.0,0.0,0.5716926539141617,0.0718739551499011,57.16926539141617,7.187395514990117,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_58,0.0027341287429004,0.0052205413076124,-0.9331179761950924,0.0,0.0,0.0936746503777527,0.0559247766587086,9.367465037775276,5.592477665870869,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_92,0.0013604536053462,0.0006833646268848,0.9933592310827566,0.0,0.0,0.0212988265552162,0.009508502513506,2.1298826555216204,0.9508502513506064,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_12,0.0280425914057264,0.0239398490430483,0.2282056104775271,2.446462700313353e-212,1.4390957060666783e-211,0.7593232599260569,0.6883017849705829,75.93232599260568,68.8301784970583,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_72,0.0034444830592566,0.0025616939956551,0.427189187793272,3.3736451024044996e-193,1.874247279113611e-192,0.0780823018807265,0.0335759829656438,7.808230188072657,3.3575982965643862,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_39,0.0128101342135797,0.0091547904806164,0.4846867725646553,6.859265702398034e-138,3.610139843367386e-137,0.3795611638000321,0.2954088186814798,37.956116380003216,29.540881868147984,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_94,0.0006323057358325,0.0005559484712161,0.1856708221720353,4.544936341672448e-65,2.272468170836224e-64,0.0059877833145796,0.0070741850902457,0.598778331457965,0.7074185090245719,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_60,0.0049965189232586,0.004707516150123,0.085957256603457,7.970086989894052e-56,3.795279518997168e-55,0.1368349140009644,0.1434076924430575,13.683491400096448,14.34076924430575,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_53,0.0014980012062469,0.0057094954236035,-1.9303237572077296,7.11848553992456e-46,3.2356752454202544e-45,0.0405079569201093,0.0550390370661489,4.05079569201093,5.503903706614891,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_77,0.0025141519849444,0.0018520861807443,0.4409204295073592,2.232674919255372e-43,9.707282257632052e-43,0.0573862723034881,0.0378111086996052,5.738627230348818,3.781110869960523,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_9,0.0268128206107026,0.0276694689193742,-0.045371958284934,5.448586066420565e-40,2.2702441943419025e-39,0.6705111718373252,0.5807812105889875,67.05111718373253,58.078121058898745,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_14,0.0242838085107535,0.0223978732442363,0.1166329471277685,4.572428926349792e-34,1.828971570539917e-33,0.6345844719498472,0.6075235072941535,63.45844719498472,60.75235072941535,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_87,0.0017841147902544,0.001763375084919,0.0168690511436841,1.4162418338246764e-22,5.447083976248756e-22,0.0136633981674971,0.0154036567553774,1.3663398167497187,1.5403656755377495,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_75,0.0006273901267458,0.0023996126511105,-1.9353651136995835,1.4384063419263528e-18,5.327430896023528e-18,0.0061887156405722,0.0249356225693487,0.6188715640572255,2.493562256934872,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_93,0.0004961800119306,0.0004716786795308,0.073059077260987,5.4552672577344576e-11,1.9483097349051635e-10,0.0046214434978299,0.0060476656948949,0.4621443497829931,0.6047665694894973,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_76,0.0029203805068258,0.003004407271189,-0.0409240257745552,1.1814081702190542e-08,4.0738212766174274e-08,0.1061324545892943,0.1124713307797441,10.613245458929432,11.247133077974414,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_82,0.001066922313579,0.0013079415424247,-0.2938426805961844,1.3536289764578349e-08,4.5120965881927836e-08,0.0198923002732679,0.0282028871591222,1.989230027326796,2.820288715912224,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_96,0.0003850239207645,0.0004235699430454,-0.1376517965208422,1.6902927168476464e-08,5.45255715112144e-08,0.0042195788458447,0.0054669490083822,0.421957884584472,0.5466949008382264,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_90,0.0005239118466513,0.0006173719210757,-0.2368153673491169,6.70906605973482e-08,2.096583143667131e-07,0.0031747307506831,0.00550214395908,0.317473075068317,0.5502143959080004,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_74,0.0024270215033827,0.002997622948769,-0.3046319236405868,4.071994838394278e-07,1.2339378298164475e-06,0.0421556019932486,0.0818399920224778,4.215560199324867,8.183999202247785,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_89,0.0004023951343382,0.0007990765507247,-0.9897190781452252,1.0099127449513307e-05,2.970331602798032e-05,0.0015672721427423,0.0096962089172273,0.1567272142742324,0.9696208917227342,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_56,0.0019305131015139,0.0056746990105008,-1.5555590347009074,0.0001402999644443,0.0004008570412696,0.0632534962224722,0.0987218367071604,6.325349622247227,9.87218367071604,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_91,0.0004915975894315,0.0007170909348054,-0.5446773154512938,0.0067072550382126,0.0186312639950351,0.0051438675454107,0.0109984220930437,0.5143867545410706,1.0998422093043718,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_49,0.0040075724761326,0.0068782690300868,-0.779316783465486,0.0070818759205527,0.019140205190683,0.1400096447516476,0.160694279060764,14.000964475164764,16.06942790607641,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_78,0.0008037506228159,0.0019887252343917,-1.307023039782575,0.1126406074895378,0.2964226512882573,0.0107699726732036,0.0482640090568339,1.0769972673203665,4.826400905683398,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_1,0.0435367946506141,0.0489895160063609,-0.1702378402716365,1.0,1.0,0.902065584311204,0.8995066841077201,90.2065584311204,89.95066841077201,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_10,0.0204968030124655,0.0298225260241313,-0.5410035367625922,1.0,1.0,0.5964877029416492,0.7073657165985253,59.64877029416492,70.73657165985253,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_100,0.0001234436317614,0.0001795952337365,-0.540892996689855,0.8871463177567727,1.0,0.0005224240475807,0.0013608714269792,0.0522424047580774,0.1360871426979276,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_13,0.0183815351717896,0.0237547137075325,-0.3699565403917731,1.0,1.0,0.4768525960456518,0.5318250341684313,47.68525960456518,53.18250341684313,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_15,0.006326039053719,0.0240625759016679,-1.927416555905119,1.0,1.0,0.2084471949847291,0.5147085564790971,20.844719498472912,51.47085564790971,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_16,0.0107873318824671,0.0209445384992809,-0.9572359551677524,1.0,1.0,0.3429111075389808,0.4915326814446354,34.29111075389809,49.15326814446354,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_18,0.017906808717263,0.0185257956113754,-0.0490272506923895,0.9999795619853692,1.0,0.5311043240636554,0.5383419658726295,53.11043240636554,53.83419658726295,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_19,0.0181035914657266,0.0185339612171727,-0.0338953225318082,0.9424382645021144,1.0,0.6199967850827841,0.6200177147918512,61.99967850827841,62.00177147918512,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_2,0.0236091334361967,0.0432094367454067,-0.8720013081536689,1.0,1.0,0.5860794084552323,0.7763536857912118,58.60794084552323,77.63536857912118,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_20,0.0029622374482482,0.0204561137303077,-2.787772475678336,1.0,1.0,0.1097090499919627,0.3345104089066688,10.970904999196271,33.45104089066688,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_22,0.0069414577138413,0.0183756982785717,-1.404488376939933,1.0,1.0,0.2439720302202218,0.3231835006071129,24.397203022022182,32.31835006071129,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_23,0.0124462967399968,0.0142193227534394,-0.192136190633764,1.0,1.0,0.4185018485773991,0.4611946339431836,41.85018485773991,46.11946339431836,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_25,0.0132455585053146,0.0149880565687903,-0.1783046383131484,0.8682146235702534,1.0,0.443015592348497,0.4295719707412643,44.301559234849705,42.95719707412643,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_3,0.0094138635436602,0.0391053627729761,-2.054507504842375,1.0,1.0,0.3038498633660183,0.6837616363305744,30.38498633660183,68.37616363305744,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_30,0.0009289629128951,0.014035244236966,-3.91728790809049,1.0,1.0,0.0272464234045973,0.3207550490089688,2.724642340459733,32.07550490089688,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_31,0.0085147750011043,0.0114519812509607,-0.4275568570460448,1.0,1.0,0.3041311686224079,0.3712539374351093,30.4131168622408,37.125393743510934,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_32,0.0058186049878087,0.0131414184855884,-1.1753756573427017,1.0,1.0,0.1990033756630767,0.3421359815578458,19.90033756630767,34.21359815578459,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_33,0.0116894604991437,0.0103398397468577,0.1769945048812676,0.7499562657886831,1.0,0.269972673203665,0.2583250722962945,26.997267320366504,25.832507229629453,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_34,0.0032472670189426,0.0119277607803895,-1.877024979707473,1.0,1.0,0.107418421475647,0.2664727033828213,10.7418421475647,26.647270338282137,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_35,0.003501186337522,0.0114352918944357,-1.707577155240177,1.0,1.0,0.1249799067674007,0.3390622891969099,12.497990676740072,33.90622891969099,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_36,0.0075036592192157,0.0108149525576846,-0.5273610636731797,1.0,1.0,0.2471065745057064,0.3136163398424439,24.710657450570647,31.361633984244392,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_37,0.0076061856848985,0.0098742582141662,-0.376499169837814,1.0,1.0,0.1600626908857096,0.202382698162237,16.006269088570967,20.2382698162237,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_38,0.0007274096278271,0.0115472069995895,-3.9886302497917767,1.0,1.0,0.0113727696511814,0.1866270918998821,1.1372769651181482,18.66270918998821,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_4,0.0059532398212853,0.0356863592121927,-2.5836256021782233,1.0,1.0,0.2067593634463912,0.6041271945518216,20.67593634463913,60.41271945518216,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_41,0.0006305286213103,0.0093189776862403,-3.8855357984862686,1.0,1.0,0.0090017682044687,0.1474257826477161,0.9001768204468735,14.742578264771614,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_42,0.0010858501115293,0.0099322545621866,-3.193295084377215,1.0,1.0,0.031385629320045,0.1530217798086567,3.138562932004501,15.302177980865675,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_43,0.0055817067588443,0.0074068151490155,-0.4081469359868017,1.0,1.0,0.1765391416171033,0.2413963010106816,17.653914161710336,24.139630101068164,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_44,0.0034692101613532,0.0080010976578074,-1.2055904587370192,1.0,1.0,0.0867625783636071,0.215815437678541,8.676257836360714,21.581543767854107,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_45,0.0012825025601415,0.0081679522269089,-2.6710117741086874,1.0,1.0,0.0374939720302202,0.1623953683444881,3.7493972030220224,16.239536834448817,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_46,0.0057417534767819,0.0077734311012624,-0.4370600726955141,1.0,1.0,0.215921877511654,0.2987933997735791,21.592187751165408,29.879339977357915,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_5,0.0077276885614538,0.0334980125699907,-2.115966502216556,1.0,1.0,0.2645876868670632,0.6010241730653042,26.45876868670632,60.10241730653042,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_51,0.0013038816493726,0.0071806419163975,-2.4612989894938577,1.0,1.0,0.0322697315544124,0.1555206213081963,3.2269731554412475,15.552062130819632,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_52,0.0026201637475541,0.0063286540424064,-1.2722414058909526,1.0,1.0,0.0459331297219096,0.1062828852820582,4.593312972190966,10.62828852820582,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_57,0.0004435427310016,0.0054889703067833,-3.629387539200909,1.0,1.0,0.0040990194502491,0.074237882671766,0.4099019450249156,7.423788267176603,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_59,0.0031965406730262,0.0049893903704029,-0.6423519372697026,1.0,1.0,0.0857981031988426,0.1447802955202693,8.579810319884263,14.478029552026936,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_6,0.0165091130536392,0.0306164076128942,-0.8910423593213435,1.0,1.0,0.4631490114129561,0.576686864657817,46.314901141295614,57.668686465781704,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_61,0.0026756804914279,0.0052765093985738,-0.9796777334645298,1.0,1.0,0.0823822536569683,0.162149003689604,8.238225365696833,16.2149003689604,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_62,0.0008980238811964,0.0040866878779865,-2.1861050915467075,1.0,1.0,0.0051438675454107,0.0465511881228773,0.5143867545410706,4.65511881228773,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_63,0.0008407005906187,0.0052874199072323,-2.652898469784745,1.0,1.0,0.0100064298344317,0.0918060288950545,1.0006429834431765,9.180602889505453,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_64,0.0011319961393285,0.0048680515465896,-2.104474428494218,0.9999999999514168,1.0,0.0251165407490757,0.0675039154382651,2.511654074907571,6.750391543826513,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_65,0.0003876651119185,0.0046041686914621,-3.570054474873309,1.0,1.0,0.0036569683330654,0.0658614844057039,0.3656968333065423,6.586148440570392,24884,170479
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Stalk/remodeling,Program_66,0.0010569840589935,0.0040069168891975,-1.9225379623330925,0.9586811803117096,1.0,0.0093634463912554,0.0505458150270707,0.9363446391255424,5.054581502707078,24884,170479
